idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
58,aposentado,casado,primario,não,565,não,não,telefone,7,julho,876,1,-1,0,desconhecido,sim
37,empresário,casado,terciário,não,310,não,não,celular,1,setembro,76,1,-1,0,desconhecido,não
36,serviços gerais,casado,secundário,não,1746,sim,não,desconhecido,26,maio,99,1,-1,0,desconhecido,não
39,técnico,casado,secundário,não,6,sim,não,celular,18,maio,122,3,357,4,falha,não
52,desempregado,casado,primario,não,-110,não,sim,celular,29,janeiro,141,1,-1,0,desconhecido,não
55,aposentado,casado,secundário,não,2749,sim,sim,desconhecido,29,maio,58,2,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,6495,não,não,celular,30,março,78,3,-1,0,desconhecido,não
36,operário,solteiro,secundário,não,35,sim,não,desconhecido,3,junho,435,3,-1,0,desconhecido,não
39,administrador,casado,secundário,não,-650,não,não,celular,15,maio,123,2,364,1,falha,não
47,operário,casado,primario,não,292,não,sim,telefone,28,julho,210,3,-1,0,desconhecido,não
42,empregada doméstica,solteiro,primario,não,5774,sim,não,desconhecido,15,maio,54,2,-1,0,desconhecido,não
42,gerente,casado,secundário,não,2416,sim,não,desconhecido,20,maio,138,4,-1,0,desconhecido,não
58,aposentado,casado,secundário,não,35,não,não,celular,29,julho,336,7,-1,0,desconhecido,não
68,aposentado,casado,secundário,não,19317,sim,não,celular,4,agosto,249,1,-1,0,desconhecido,sim
43,técnico,casado,secundário,não,50,não,não,desconhecido,28,maio,63,1,-1,0,desconhecido,não
44,operário,casado,secundário,não,-674,sim,não,desconhecido,5,maio,257,1,-1,0,desconhecido,não
49,técnico,casado,terciário,não,3726,não,não,celular,5,agosto,875,2,-1,0,desconhecido,sim
57,aposentado,casado,terciário,não,1180,sim,sim,desconhecido,14,maio,191,2,-1,0,desconhecido,não
61,autônomo,divorciado,terciário,não,6610,não,não,celular,24,fevereiro,481,2,-1,0,desconhecido,sim
36,administrador,solteiro,secundário,não,319,sim,não,celular,18,maio,120,2,-1,0,desconhecido,não
31,operário,casado,secundário,não,1545,sim,sim,celular,13,maio,207,1,-1,0,desconhecido,não
51,técnico,casado,terciário,não,1315,não,não,telefone,5,junho,303,2,-1,0,desconhecido,não
31,técnico,solteiro,terciário,não,424,não,não,celular,21,agosto,93,2,-1,0,desconhecido,não
56,operário,casado,primario,não,151,não,não,celular,3,fevereiro,128,1,-1,0,desconhecido,não
30,técnico,solteiro,terciário,não,-970,não,sim,celular,21,agosto,194,2,-1,0,desconhecido,não
38,serviços gerais,casado,secundário,não,-762,sim,sim,desconhecido,30,maio,408,2,-1,0,desconhecido,não
35,serviços gerais,casado,secundário,não,181,sim,não,celular,31,julho,5,3,-1,0,desconhecido,não
31,operário,casado,desconhecido,não,-120,sim,não,celular,17,julho,231,2,-1,0,desconhecido,não
39,administrador,divorciado,secundário,não,1022,sim,não,desconhecido,20,junho,20,3,-1,0,desconhecido,não
50,gerente,casado,terciário,não,78,sim,não,celular,14,janeiro,218,3,161,9,outro,não
39,técnico,casado,terciário,não,209,não,não,desconhecido,23,julho,36,2,-1,0,desconhecido,não
26,administrador,casado,secundário,não,2469,não,não,celular,16,julho,136,8,-1,0,desconhecido,não
55,técnico,casado,secundário,não,0,não,não,celular,19,novembro,336,1,-1,0,desconhecido,não
43,operário,divorciado,primario,não,328,não,sim,celular,8,julho,192,1,-1,0,desconhecido,não
34,empregada doméstica,casado,terciário,não,0,não,não,celular,26,maio,141,1,188,1,falha,não
51,autônomo,casado,primario,não,307,sim,sim,desconhecido,17,junho,65,2,-1,0,desconhecido,não
31,gerente,casado,terciário,não,1384,sim,não,celular,30,janeiro,203,2,2,3,outro,não
32,gerente,casado,terciário,não,0,não,não,celular,26,agosto,104,9,-1,0,desconhecido,não
53,técnico,casado,secundário,não,719,sim,não,desconhecido,14,maio,230,1,-1,0,desconhecido,não
44,gerente,divorciado,terciário,não,0,não,não,celular,10,agosto,71,1,-1,0,desconhecido,não
38,empresário,casado,terciário,não,6704,sim,não,desconhecido,21,maio,205,2,-1,0,desconhecido,não
47,autônomo,casado,terciário,não,4543,sim,não,desconhecido,14,maio,162,1,-1,0,desconhecido,não
36,gerente,casado,terciário,não,0,sim,não,desconhecido,27,maio,145,2,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,149,sim,não,desconhecido,3,junho,220,2,-1,0,desconhecido,não
46,operário,casado,secundário,não,-1400,sim,não,telefone,6,maio,309,3,355,4,falha,não
33,empresário,casado,secundário,não,-118,sim,sim,desconhecido,27,maio,421,3,-1,0,desconhecido,não
43,operário,casado,secundário,não,2160,não,não,celular,8,setembro,261,1,98,1,sucesso,sim
38,gerente,casado,terciário,não,3452,não,não,celular,13,agosto,132,2,-1,0,desconhecido,não
27,técnico,solteiro,secundário,não,842,não,não,celular,30,julho,273,1,91,1,outro,não
38,gerente,casado,desconhecido,não,3576,não,não,celular,25,novembro,349,2,183,1,sucesso,sim
41,desempregado,casado,terciário,não,1666,não,não,desconhecido,9,junho,291,3,-1,0,desconhecido,não
29,técnico,casado,secundário,não,0,sim,não,celular,28,julho,83,6,-1,0,desconhecido,não
39,serviços gerais,casado,secundário,não,0,sim,não,desconhecido,20,maio,793,2,-1,0,desconhecido,não
42,operário,solteiro,primario,não,1628,sim,não,celular,5,fevereiro,119,1,195,8,sucesso,não
47,serviços gerais,casado,secundário,não,51,sim,sim,desconhecido,16,maio,312,1,-1,0,desconhecido,não
30,operário,solteiro,secundário,sim,447,não,não,desconhecido,14,maio,103,6,-1,0,desconhecido,não
34,administrador,casado,secundário,não,396,sim,não,celular,16,julho,101,3,-1,0,desconhecido,não
45,empregada doméstica,casado,primario,não,4994,não,não,desconhecido,20,junho,48,1,-1,0,desconhecido,não
43,administrador,casado,secundário,não,3215,sim,não,celular,21,julho,228,3,-1,0,desconhecido,não
59,operário,casado,primario,não,2814,não,não,desconhecido,20,junho,81,3,-1,0,desconhecido,não
50,técnico,casado,secundário,não,0,não,não,celular,7,julho,152,2,-1,0,desconhecido,não
39,operário,casado,secundário,não,293,sim,não,desconhecido,23,maio,160,3,-1,0,desconhecido,não
36,técnico,casado,secundário,não,474,sim,não,desconhecido,27,maio,59,1,-1,0,desconhecido,não
44,operário,casado,secundário,não,16178,sim,não,celular,21,novembro,297,1,-1,0,desconhecido,não
36,técnico,casado,terciário,não,0,não,não,celular,22,agosto,147,2,-1,0,desconhecido,não
27,gerente,solteiro,terciário,não,88,não,não,celular,4,maio,143,1,-1,0,desconhecido,não
29,serviços gerais,casado,secundário,não,308,sim,não,desconhecido,28,maio,75,1,-1,0,desconhecido,não
70,aposentado,casado,secundário,não,1164,não,não,telefone,14,maio,338,3,185,2,falha,não
44,gerente,casado,terciário,não,13893,não,não,desconhecido,11,junho,29,2,-1,0,desconhecido,não
55,gerente,casado,terciário,não,0,sim,não,desconhecido,14,maio,159,2,-1,0,desconhecido,não
36,técnico,divorciado,secundário,não,-435,sim,não,desconhecido,2,junho,85,8,-1,0,desconhecido,não
28,técnico,solteiro,secundário,não,389,sim,não,celular,11,maio,15,7,-1,0,desconhecido,não
50,gerente,divorciado,terciário,não,356,não,não,celular,8,maio,198,2,358,5,outro,não
49,técnico,casado,secundário,não,2718,não,não,desconhecido,19,maio,114,2,-1,0,desconhecido,não
71,aposentado,divorciado,terciário,não,261,não,não,celular,12,agosto,1117,2,-1,0,desconhecido,não
31,administrador,solteiro,secundário,não,757,não,não,celular,3,fevereiro,343,2,-1,0,desconhecido,não
45,gerente,solteiro,terciário,não,16,não,não,celular,31,julho,59,2,-1,0,desconhecido,não
42,operário,casado,secundário,não,-422,não,não,celular,9,julho,31,1,-1,0,desconhecido,não
45,administrador,casado,secundário,não,248,não,não,celular,16,julho,212,2,-1,0,desconhecido,não
47,técnico,casado,primario,não,145,sim,não,desconhecido,7,maio,157,6,-1,0,desconhecido,não
60,aposentado,divorciado,secundário,não,598,não,sim,celular,8,julho,96,1,-1,0,desconhecido,não
35,gerente,casado,terciário,não,949,sim,não,desconhecido,27,maio,245,2,-1,0,desconhecido,não
31,técnico,solteiro,terciário,não,614,não,não,celular,11,agosto,72,4,-1,0,desconhecido,não
33,operário,casado,primario,não,1209,sim,não,celular,16,abril,700,1,-1,0,desconhecido,não
50,autônomo,casado,terciário,não,202,sim,não,celular,15,abril,107,1,148,4,falha,não
51,operário,casado,secundário,não,1840,sim,não,celular,18,agosto,312,3,-1,0,desconhecido,não
34,técnico,casado,secundário,não,114,sim,sim,celular,4,junho,153,1,309,3,outro,não
56,serviços gerais,casado,secundário,não,-229,não,sim,celular,23,julho,55,10,-1,0,desconhecido,não
29,serviços gerais,casado,secundário,não,182,sim,não,telefone,13,maio,38,3,-1,0,desconhecido,não
31,operário,casado,secundário,não,401,não,não,celular,14,agosto,96,3,-1,0,desconhecido,não
44,técnico,divorciado,desconhecido,não,759,sim,não,desconhecido,23,maio,397,1,-1,0,desconhecido,não
55,aposentado,casado,secundário,não,4194,não,sim,telefone,30,julho,208,3,-1,0,desconhecido,não
35,estudante,solteiro,desconhecido,não,0,não,não,telefone,28,janeiro,122,3,-1,0,desconhecido,não
36,técnico,casado,terciário,não,629,sim,sim,celular,29,dezembro,109,1,246,1,falha,não
54,aposentado,casado,secundário,não,153,sim,sim,desconhecido,26,maio,74,1,-1,0,desconhecido,não
32,gerente,casado,terciário,não,553,sim,não,celular,22,julho,72,1,-1,0,desconhecido,não
36,gerente,divorciado,terciário,não,1057,não,não,celular,5,fevereiro,383,2,-1,0,desconhecido,não
60,aposentado,casado,secundário,não,78,sim,não,desconhecido,12,maio,113,3,-1,0,desconhecido,não
32,técnico,solteiro,secundário,não,-28,não,sim,desconhecido,4,julho,400,1,-1,0,desconhecido,não
57,gerente,casado,terciário,não,929,não,não,celular,19,agosto,387,8,-1,0,desconhecido,não
34,operário,casado,primario,não,428,sim,não,celular,18,maio,59,2,-1,0,desconhecido,não
27,estudante,solteiro,secundário,não,268,sim,não,celular,13,maio,528,1,358,2,falha,não
52,gerente,solteiro,terciário,não,83,não,não,celular,26,agosto,1223,6,-1,0,desconhecido,sim
45,administrador,divorciado,desconhecido,não,998,sim,não,telefone,30,julho,38,2,-1,0,desconhecido,não
58,administrador,solteiro,secundário,não,2223,não,não,celular,4,dezembro,1139,2,114,1,sucesso,não
39,operário,solteiro,primario,não,6,sim,não,celular,19,novembro,286,2,-1,0,desconhecido,não
48,operário,solteiro,secundário,não,312,sim,sim,celular,3,fevereiro,369,2,-1,0,desconhecido,não
36,gerente,solteiro,secundário,não,0,não,não,celular,13,agosto,333,5,-1,0,desconhecido,não
31,técnico,solteiro,secundário,não,691,sim,não,celular,8,maio,198,1,-1,0,desconhecido,não
41,gerente,casado,terciário,não,771,sim,não,celular,26,agosto,106,8,-1,0,desconhecido,não
30,autônomo,solteiro,secundário,não,192,não,não,celular,22,julho,423,1,-1,0,desconhecido,não
57,aposentado,casado,terciário,não,0,não,não,celular,12,agosto,116,4,-1,0,desconhecido,não
29,administrador,solteiro,secundário,não,1070,sim,não,desconhecido,19,maio,30,1,357,1,outro,sim
29,serviços gerais,divorciado,secundário,não,84,sim,não,celular,13,abril,1101,2,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,não,2,não,não,celular,16,junho,102,1,85,1,falha,não
44,gerente,casado,terciário,não,1242,sim,não,celular,6,agosto,384,6,-1,0,desconhecido,não
33,estudante,solteiro,desconhecido,não,5969,não,não,celular,4,setembro,156,2,127,8,falha,não
56,administrador,divorciado,secundário,não,3337,sim,não,telefone,17,novembro,99,3,-1,0,desconhecido,não
26,serviços gerais,solteiro,secundário,não,1347,não,não,telefone,18,junho,280,6,92,5,outro,sim
52,técnico,casado,secundário,não,64,não,não,telefone,29,agosto,20,2,-1,0,desconhecido,não
32,gerente,solteiro,secundário,não,249,sim,não,desconhecido,2,junho,258,1,-1,0,desconhecido,não
36,técnico,solteiro,secundário,não,0,não,não,celular,29,agosto,85,6,-1,0,desconhecido,não
26,operário,casado,secundário,não,128,não,não,desconhecido,4,julho,355,1,-1,0,desconhecido,não
37,operário,casado,secundário,não,196,sim,não,desconhecido,5,junho,66,3,-1,0,desconhecido,não
34,técnico,casado,secundário,não,351,sim,não,celular,18,julho,467,1,-1,0,desconhecido,não
26,serviços gerais,solteiro,secundário,não,5533,sim,não,celular,7,maio,582,2,283,4,falha,não
32,serviços gerais,casado,secundário,não,38,sim,não,celular,15,maio,744,1,-1,0,desconhecido,sim
30,gerente,solteiro,terciário,sim,35,não,não,celular,30,julho,185,4,-1,0,desconhecido,não
27,técnico,solteiro,secundário,não,235,sim,não,celular,12,maio,13,5,-1,0,desconhecido,não
42,administrador,solteiro,secundário,não,30,sim,não,celular,4,fevereiro,98,1,266,3,falha,não
33,operário,solteiro,primario,não,92,sim,não,desconhecido,9,maio,127,1,-1,0,desconhecido,não
37,operário,casado,secundário,não,67,não,não,desconhecido,3,junho,45,2,-1,0,desconhecido,não
45,operário,casado,secundário,não,4022,sim,não,celular,29,janeiro,244,3,-1,0,desconhecido,não
36,empresário,casado,terciário,não,3057,não,não,desconhecido,16,junho,2769,4,-1,0,desconhecido,sim
39,gerente,solteiro,terciário,não,0,sim,não,celular,12,maio,561,4,369,3,falha,não
33,gerente,solteiro,terciário,não,349,não,não,celular,22,agosto,182,1,-1,0,desconhecido,não
47,serviços gerais,casado,secundário,não,2322,não,não,celular,22,agosto,618,1,-1,0,desconhecido,não
49,empresário,casado,secundário,não,167,sim,sim,desconhecido,6,maio,198,3,-1,0,desconhecido,não
46,gerente,divorciado,secundário,não,558,não,não,celular,19,agosto,126,6,-1,0,desconhecido,não
31,serviços gerais,casado,secundário,não,-230,sim,sim,celular,16,julho,715,1,-1,0,desconhecido,não
43,desempregado,divorciado,secundário,não,4094,sim,não,celular,21,novembro,63,1,-1,0,desconhecido,não
30,operário,solteiro,secundário,sim,239,sim,não,desconhecido,21,maio,412,1,-1,0,desconhecido,sim
43,gerente,divorciado,terciário,não,497,não,não,celular,13,maio,66,1,363,22,falha,não
42,operário,casado,secundário,não,179,sim,não,celular,17,novembro,96,1,-1,0,desconhecido,não
30,administrador,solteiro,terciário,não,305,não,não,celular,30,abril,633,1,85,2,sucesso,sim
33,gerente,solteiro,terciário,não,-67,sim,não,desconhecido,5,maio,364,1,-1,0,desconhecido,não
41,administrador,casado,secundário,não,4539,não,não,desconhecido,30,maio,298,3,-1,0,desconhecido,não
29,operário,solteiro,secundário,não,770,sim,não,celular,17,abril,341,1,-1,0,desconhecido,não
38,desempregado,casado,secundário,não,-673,sim,não,desconhecido,26,maio,364,1,-1,0,desconhecido,não
29,técnico,casado,terciário,não,858,sim,não,celular,12,junho,234,7,330,1,falha,não
80,empregada doméstica,casado,primario,não,0,não,não,celular,23,fevereiro,639,1,189,1,falha,sim
38,gerente,solteiro,terciário,não,5244,não,não,celular,8,agosto,310,4,-1,0,desconhecido,não
36,operário,divorciado,primario,não,117,sim,não,desconhecido,2,junho,123,4,-1,0,desconhecido,não
38,autônomo,casado,terciário,não,846,não,não,celular,2,junho,253,1,-1,0,desconhecido,não
44,gerente,casado,secundário,sim,0,sim,não,celular,11,julho,96,2,-1,0,desconhecido,não
31,gerente,casado,terciário,não,1331,não,não,celular,30,abril,297,1,86,3,sucesso,sim
31,serviços gerais,solteiro,secundário,não,31,sim,sim,desconhecido,26,maio,501,2,-1,0,desconhecido,não
57,administrador,divorciado,primario,não,179,sim,não,celular,15,maio,67,1,368,2,falha,não
37,operário,casado,primario,não,543,sim,não,desconhecido,21,maio,281,1,-1,0,desconhecido,não
50,operário,casado,secundário,não,253,sim,sim,celular,5,maio,475,2,-1,0,desconhecido,não
60,aposentado,casado,primario,não,71188,não,não,celular,6,outubro,205,1,-1,0,desconhecido,não
51,gerente,casado,terciário,não,5108,sim,não,celular,8,outubro,272,1,102,8,outro,não
48,operário,casado,secundário,não,1738,sim,não,celular,15,abril,349,1,-1,0,desconhecido,não
42,operário,casado,primario,não,-97,sim,não,celular,3,fevereiro,216,4,271,5,falha,não
36,operário,casado,secundário,não,199,sim,não,celular,9,julho,183,1,-1,0,desconhecido,não
43,gerente,casado,terciário,não,489,sim,não,celular,8,maio,130,1,172,2,outro,não
31,administrador,casado,primario,não,355,sim,sim,desconhecido,4,junho,61,6,-1,0,desconhecido,não
49,técnico,solteiro,secundário,não,-97,sim,não,desconhecido,6,junho,92,2,-1,0,desconhecido,não
35,gerente,divorciado,terciário,não,473,não,sim,celular,5,agosto,37,2,-1,0,desconhecido,não
44,empresário,casado,secundário,não,6649,sim,não,celular,19,novembro,354,2,-1,0,desconhecido,não
34,autônomo,casado,terciário,não,263,não,não,celular,4,maio,203,1,78,8,outro,não
46,operário,casado,secundário,não,781,não,não,desconhecido,13,maio,152,1,-1,0,desconhecido,não
49,operário,casado,primario,não,1032,sim,não,desconhecido,2,junho,41,5,-1,0,desconhecido,não
32,operário,casado,secundário,não,119,não,não,celular,4,maio,20,5,-1,0,desconhecido,não
35,gerente,divorciado,terciário,não,434,sim,não,celular,11,maio,277,1,271,2,sucesso,não
51,administrador,casado,secundário,não,2967,não,não,desconhecido,17,junho,83,2,-1,0,desconhecido,não
57,aposentado,divorciado,secundário,não,-331,sim,não,desconhecido,6,maio,531,1,-1,0,desconhecido,não
59,gerente,casado,terciário,não,1585,não,não,telefone,28,agosto,91,5,-1,0,desconhecido,não
40,serviços gerais,divorciado,desconhecido,não,4384,sim,não,desconhecido,5,maio,315,1,-1,0,desconhecido,não
49,gerente,solteiro,terciário,não,588,não,não,celular,28,agosto,70,9,-1,0,desconhecido,não
51,gerente,casado,secundário,não,3180,sim,não,celular,9,julho,384,1,-1,0,desconhecido,não
35,administrador,casado,secundário,sim,0,não,sim,desconhecido,4,julho,105,3,-1,0,desconhecido,não
29,autônomo,casado,secundário,não,-76,sim,não,desconhecido,27,maio,305,2,-1,0,desconhecido,não
32,serviços gerais,solteiro,secundário,não,152,sim,não,celular,25,maio,158,2,-1,0,desconhecido,sim
37,empregada doméstica,divorciado,secundário,não,1040,sim,não,celular,13,maio,199,1,173,2,falha,não
49,desempregado,casado,primario,não,-384,sim,não,desconhecido,27,maio,25,1,-1,0,desconhecido,não
45,técnico,casado,desconhecido,não,473,sim,não,desconhecido,27,maio,147,1,-1,0,desconhecido,não
34,técnico,solteiro,secundário,não,475,sim,não,celular,29,julho,538,8,-1,0,desconhecido,não
53,técnico,casado,secundário,não,0,não,não,celular,22,agosto,77,9,-1,0,desconhecido,não
42,empresário,casado,primario,não,149,não,não,celular,20,agosto,94,2,-1,0,desconhecido,não
43,técnico,casado,secundário,não,3285,sim,não,desconhecido,13,maio,1721,2,-1,0,desconhecido,sim
52,aposentado,casado,secundário,não,424,não,não,celular,19,novembro,143,1,154,3,falha,não
34,operário,solteiro,secundário,não,79,não,sim,celular,20,novembro,104,1,-1,0,desconhecido,não
34,técnico,divorciado,terciário,não,674,sim,não,celular,7,agosto,587,2,-1,0,desconhecido,sim
27,serviços gerais,casado,secundário,não,0,sim,não,celular,22,julho,1608,13,-1,0,desconhecido,sim
43,desempregado,casado,terciário,não,58,sim,não,celular,9,fevereiro,48,4,-1,0,desconhecido,não
41,técnico,casado,terciário,não,532,sim,não,celular,9,julho,74,1,-1,0,desconhecido,não
72,aposentado,casado,secundário,não,4130,não,não,celular,12,novembro,427,1,-1,0,desconhecido,não
35,operário,casado,primario,não,422,sim,não,celular,14,maio,73,1,-1,0,desconhecido,não
41,gerente,casado,terciário,não,437,sim,não,desconhecido,3,junho,14,21,-1,0,desconhecido,não
36,operário,divorciado,primario,não,-308,sim,não,celular,12,maio,725,1,-1,0,desconhecido,sim
51,empregada doméstica,casado,primario,não,30,sim,não,celular,14,julho,333,2,-1,0,desconhecido,não
37,autônomo,casado,terciário,não,137,não,não,celular,13,agosto,244,6,-1,0,desconhecido,não
42,administrador,solteiro,secundário,não,-247,sim,sim,telefone,21,outubro,519,1,166,1,outro,sim
26,administrador,solteiro,secundário,não,321,sim,não,celular,22,julho,242,7,-1,0,desconhecido,não
23,serviços gerais,solteiro,secundário,não,250,sim,não,celular,18,maio,222,1,-1,0,desconhecido,não
50,gerente,casado,terciário,não,-470,sim,não,celular,19,novembro,130,2,160,1,falha,não
37,operário,casado,secundário,não,140,sim,sim,celular,7,maio,490,1,-1,0,desconhecido,não
35,gerente,casado,terciário,não,2793,não,não,celular,20,novembro,258,2,-1,0,desconhecido,não
37,gerente,casado,terciário,não,410,não,não,celular,29,janeiro,337,2,-1,0,desconhecido,não
79,aposentado,divorciado,desconhecido,não,2628,não,não,telefone,8,julho,220,7,450,2,falha,não
39,técnico,casado,secundário,não,116,não,não,celular,24,agosto,79,2,94,2,sucesso,não
47,serviços gerais,casado,secundário,não,0,sim,não,telefone,9,julho,250,1,-1,0,desconhecido,não
44,operário,casado,secundário,não,878,sim,não,celular,2,junho,130,1,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,2944,não,não,celular,18,agosto,882,8,-1,0,desconhecido,sim
33,operário,solteiro,secundário,não,3975,sim,sim,celular,17,abril,515,1,150,1,outro,não
42,serviços gerais,casado,secundário,não,96,sim,não,celular,5,maio,238,3,340,2,falha,não
35,técnico,solteiro,terciário,não,2288,não,não,telefone,28,maio,32,2,-1,0,desconhecido,não
31,operário,casado,secundário,não,472,sim,não,desconhecido,13,maio,907,2,-1,0,desconhecido,não
58,serviços gerais,casado,primario,não,65,não,não,desconhecido,27,junho,162,1,-1,0,desconhecido,não
46,gerente,casado,terciário,não,0,não,não,desconhecido,7,maio,70,2,-1,0,desconhecido,não
41,administrador,solteiro,secundário,não,400,sim,não,desconhecido,4,junho,99,6,-1,0,desconhecido,não
58,técnico,casado,secundário,não,7495,sim,não,desconhecido,13,maio,325,1,-1,0,desconhecido,não
33,operário,casado,secundário,não,137,não,sim,celular,18,julho,305,12,-1,0,desconhecido,não
31,desempregado,casado,secundário,não,24,sim,não,celular,19,novembro,631,1,-1,0,desconhecido,não
55,técnico,divorciado,secundário,não,3450,não,não,celular,10,fevereiro,169,1,183,1,falha,sim
38,técnico,solteiro,secundário,não,311,sim,não,celular,28,maio,61,2,-1,0,desconhecido,não
55,empregada doméstica,casado,secundário,não,139,não,não,celular,22,agosto,256,2,-1,0,desconhecido,não
47,gerente,solteiro,terciário,não,0,não,não,desconhecido,11,junho,58,3,-1,0,desconhecido,não
51,empregada doméstica,casado,primario,não,492,sim,não,desconhecido,20,maio,142,3,-1,0,desconhecido,não
46,gerente,solteiro,terciário,não,334,sim,não,telefone,4,maio,36,6,90,2,outro,não
61,gerente,casado,terciário,não,997,não,não,celular,10,março,106,1,-1,0,desconhecido,sim
47,gerente,solteiro,terciário,não,440,não,não,celular,21,agosto,71,4,-1,0,desconhecido,não
34,técnico,casado,secundário,não,47,não,não,celular,25,agosto,132,6,-1,0,desconhecido,não
34,operário,casado,secundário,não,1298,sim,não,desconhecido,20,maio,120,1,-1,0,desconhecido,não
41,gerente,divorciado,terciário,não,3355,não,não,celular,14,outubro,181,2,500,1,falha,não
36,operário,divorciado,secundário,não,-11,não,não,desconhecido,5,junho,152,2,-1,0,desconhecido,não
26,operário,solteiro,secundário,não,396,sim,não,desconhecido,28,maio,302,1,-1,0,desconhecido,não
35,gerente,casado,terciário,não,8,não,não,celular,23,abril,93,3,-1,0,desconhecido,sim
36,operário,casado,secundário,não,1409,não,não,desconhecido,17,junho,235,2,-1,0,desconhecido,não
26,gerente,solteiro,terciário,não,170,não,não,celular,15,junho,129,1,-1,0,desconhecido,sim
58,gerente,casado,primario,não,2769,sim,não,celular,11,julho,94,2,-1,0,desconhecido,não
50,operário,casado,secundário,não,2320,sim,não,celular,7,abril,310,1,-1,0,desconhecido,não
61,aposentado,casado,secundário,não,76,sim,não,celular,15,julho,195,7,-1,0,desconhecido,não
28,técnico,solteiro,secundário,não,2034,sim,não,desconhecido,21,maio,196,1,-1,0,desconhecido,não
49,operário,solteiro,primario,não,3018,sim,não,desconhecido,15,maio,93,1,-1,0,desconhecido,não
74,aposentado,casado,secundário,não,921,não,não,telefone,17,abril,394,2,-1,0,desconhecido,sim
53,operário,casado,secundário,não,483,sim,não,celular,3,fevereiro,288,3,-1,0,desconhecido,não
46,autônomo,casado,secundário,não,390,sim,não,celular,31,julho,208,2,-1,0,desconhecido,não
47,gerente,casado,terciário,não,0,não,não,celular,27,outubro,508,1,-1,0,desconhecido,sim
42,operário,solteiro,primario,não,92,não,não,celular,30,julho,86,2,-1,0,desconhecido,não
56,serviços gerais,casado,secundário,não,22196,sim,não,celular,21,novembro,189,1,-1,0,desconhecido,não
42,técnico,casado,secundário,não,2,não,não,desconhecido,29,maio,249,2,-1,0,desconhecido,não
49,empregada doméstica,casado,primario,não,249,sim,não,celular,21,novembro,450,1,-1,0,desconhecido,não
43,desempregado,solteiro,desconhecido,não,3274,sim,não,celular,22,maio,680,1,95,1,falha,não
39,serviços gerais,casado,secundário,não,5731,sim,não,desconhecido,20,maio,175,2,-1,0,desconhecido,não
66,aposentado,casado,primario,não,206,não,não,celular,9,fevereiro,479,1,-1,0,desconhecido,sim
30,técnico,solteiro,terciário,não,2325,não,não,celular,5,abril,270,3,241,4,outro,não
38,gerente,solteiro,terciário,não,0,não,não,celular,24,julho,164,1,-1,0,desconhecido,não
31,operário,casado,secundário,não,1664,sim,não,celular,20,abril,158,1,182,1,sucesso,não
32,técnico,casado,secundário,não,3333,não,não,celular,8,agosto,50,4,-1,0,desconhecido,não
48,técnico,casado,secundário,não,7020,não,não,celular,6,agosto,80,2,-1,0,desconhecido,não
34,administrador,casado,terciário,não,37,não,não,celular,6,fevereiro,45,1,-1,0,desconhecido,não
28,estudante,solteiro,secundário,não,28,não,não,celular,29,janeiro,220,2,-1,0,desconhecido,não
40,administrador,solteiro,secundário,não,1670,sim,não,desconhecido,18,junho,161,2,-1,0,desconhecido,não
36,empresário,casado,secundário,não,134,não,não,desconhecido,20,maio,98,1,-1,0,desconhecido,não
52,aposentado,casado,secundário,não,603,não,sim,desconhecido,9,junho,79,1,-1,0,desconhecido,não
46,administrador,casado,primario,não,276,sim,sim,desconhecido,6,maio,157,2,-1,0,desconhecido,não
25,técnico,solteiro,secundário,não,2157,sim,não,celular,21,julho,339,1,-1,0,desconhecido,não
52,operário,casado,secundário,não,161,sim,não,desconhecido,13,maio,274,2,-1,0,desconhecido,não
40,operário,casado,primario,não,3658,sim,não,desconhecido,14,maio,977,1,-1,0,desconhecido,não
26,gerente,divorciado,terciário,sim,-402,não,sim,desconhecido,12,maio,127,2,-1,0,desconhecido,não
26,operário,solteiro,primario,não,3342,sim,não,desconhecido,4,junho,329,4,-1,0,desconhecido,não
35,autônomo,solteiro,secundário,não,1732,não,não,telefone,21,novembro,1441,3,-1,0,desconhecido,não
40,administrador,solteiro,secundário,não,263,sim,não,desconhecido,6,maio,231,1,-1,0,desconhecido,não
31,gerente,casado,terciário,não,623,sim,não,celular,13,maio,96,2,349,5,falha,não
32,administrador,casado,secundário,não,3540,sim,não,celular,18,maio,213,1,178,1,falha,não
33,administrador,casado,secundário,não,95,sim,não,celular,30,abril,335,1,-1,0,desconhecido,sim
53,serviços gerais,divorciado,secundário,não,765,sim,não,celular,14,maio,959,3,174,7,outro,sim
46,técnico,divorciado,secundário,não,-824,sim,não,celular,7,agosto,429,3,-1,0,desconhecido,sim
28,gerente,solteiro,terciário,não,5549,não,não,celular,28,julho,383,6,-1,0,desconhecido,não
31,operário,casado,secundário,não,191,sim,não,desconhecido,2,junho,40,1,-1,0,desconhecido,não
44,operário,casado,primario,não,420,sim,não,desconhecido,7,maio,110,2,-1,0,desconhecido,não
